cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
66936eda-480c-48d9-991b-248f1edc8e74,2025-04-02 09:22:06.483715+00:00,qwen,qwq-plus,0,3474,6859,2,4,7,1,6,5,3
81853db2-0dfd-44af-8c58-499f13f504b9,2025-04-02 09:24:28.003061+00:00,qwen,qwq-plus,0,3474,6197,7,2,5,4,1,3,6
3002fdc2-6583-4bdb-8b11-bbbd6190607c,2025-04-02 09:26:36.897084+00:00,qwen,qwq-plus,0,3474,6221,7,6,5,4,2,3,1
13fa27d0-4f02-4eaa-acdf-ee65d79229c9,2025-04-02 09:28:45.750455+00:00,qwen,qwq-plus,0,3474,5635,6,4,5,3,1,7,2
d8ad3849-672c-439e-a4c9-09a6705aaaac,2025-04-02 09:30:43.786486+00:00,qwen,qwq-plus,0,3474,5299,6,7,5,1,4,2,3
be038afa-e96a-4f8c-80c2-9c70f518e220,2025-04-02 16:17:13.716727+00:00,qwen,qwq-plus,0,3474,4840,3,6,7,4,1,5,2
c5f2e772-6ef6-46c4-a167-0e175d657883,2025-04-02 16:18:54.659486+00:00,qwen,qwq-plus,0,3474,4502,2,5,4,7,1,3,6
d6da762c-3abb-4846-bab1-a003892038d5,2025-04-02 16:20:27.830924+00:00,qwen,qwq-plus,0,3474,3833,6,7,5,4,3,1,2
b0667fab-40b7-4cc0-aeea-343923395f20,2025-04-02 16:21:48.233013+00:00,qwen,qwq-plus,0,3474,3403,4,7,5,1,6,2,3
d686ddc6-c697-4bf2-9b8e-176c132c1d92,2025-04-02 16:23:00.049488+00:00,qwen,qwq-plus,0,3474,4705,7,6,4,5,2,3,1
0150b369-b0c1-4943-adc1-673a6013b48f,2025-04-02 16:24:37.167072+00:00,qwen,qwq-plus,0,3474,3138,7,6,5,4,3,2,1
2a1638d7-5497-424e-9001-f304b5b4b7ac,2025-04-02 16:25:43.438643+00:00,qwen,qwq-plus,0,3474,5090,7,6,5,4,1,3,2
1f01e609-db16-4810-9da7-00f7428ae400,2025-04-02 16:27:29.523838+00:00,qwen,qwq-plus,0,3474,4473,7,6,5,1,3,2,4
885e505d-bf5e-4fb4-9a1e-46d740779db6,2025-04-02 16:29:02.368069+00:00,qwen,qwq-plus,0,3474,4196,7,6,5,4,1,2,3
e5f231dc-cf2c-41cf-b7f9-6b591d8f2b8c,2025-04-02 16:30:30.388464+00:00,qwen,qwq-plus,0,3474,5500,1,6,7,4,5,2,3
93fea980-079c-47ac-ab0e-41d6d3bdfc99,2025-04-03 08:48:03.457447+00:00,qwen,qwq-plus,0,3474,3180,6,7,5,1,3,2,4
cb39e32c-1fdf-4d4d-a96b-f2d09ec8f226,2025-04-03 08:49:10.590796+00:00,qwen,qwq-plus,0,3474,4117,7,6,5,4,1,3,2
0bc3a918-d096-4c79-ab55-dc57c242c891,2025-04-03 08:50:36.866143+00:00,qwen,qwq-plus,0,3474,3532,5,7,3,2,6,1,4
93048d34-48a5-46c1-84ee-db6dc8594df3,2025-04-03 08:51:51.462648+00:00,qwen,qwq-plus,0,3474,5268,7,6,5,4,1,3,2
9e652739-2372-4acd-a0eb-8b22114342f1,2025-04-03 08:53:41.138265+00:00,qwen,qwq-plus,0,3474,3840,1,6,5,3,2,4,7
a5c683b9-b0c2-476c-8cd2-70e37369b3a3,2025-04-03 08:55:01.135211+00:00,qwen,qwq-plus,0,3474,5009,1,6,2,5,7,4,3
5b6a1e6b-6841-4395-a490-28f377ab2c26,2025-04-03 08:56:44.602542+00:00,qwen,qwq-plus,0,3474,3693,6,7,4,5,1,3,2
b63cbe7c-3c28-435e-8699-fa1a57662a36,2025-04-03 08:58:01.701976+00:00,qwen,qwq-plus,0,3474,4197,6,7,5,4,3,1,2
7ff639dc-72e1-45c8-99e0-8fd63ccaa635,2025-04-03 08:59:28.753718+00:00,qwen,qwq-plus,0,3474,4790,7,6,5,1,3,4,2
91cd18e6-efa1-4f50-987b-2f47f91c1617,2025-04-03 09:01:08.133836+00:00,qwen,qwq-plus,0,3474,5556,7,6,5,4,1,2,3
85955873-c2f8-4559-a720-6a17e3aa73cc,2025-04-03 09:03:02.728718+00:00,qwen,qwq-plus,0,3474,5308,7,6,5,4,1,2,3
d80e6e04-5418-44f5-8c03-b8f549590ff2,2025-04-03 09:04:53.265482+00:00,qwen,qwq-plus,0,3474,4705,7,6,5,4,2,3,1
ba7fc9bb-c2ed-47e6-9326-362f7f736c89,2025-04-03 15:17:40.103562+00:00,qwen,qwq-plus,0,3474,3958,6,7,2,4,1,5,3
c736be75-08c3-4a34-8cdc-92d2d8335425,2025-04-03 15:19:03.097826+00:00,qwen,qwq-plus,0,3474,6530,2,3,5,4,6,7,1
15a8dd91-09f3-4171-b728-ffee1b310ab8,2025-04-03 15:21:18.266521+00:00,qwen,qwq-plus,0,3474,4204,7,6,5,4,1,3,2
9fe8b22d-88c1-4478-a034-5268d500d7a7,2025-04-03 15:22:46.604556+00:00,qwen,qwq-plus,0,3474,6794,6,7,5,3,2,4,1
