cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
961e18f1-7c27-4f75-a297-e3ce018872db,2025-03-20 17:52:47.519939+00:00,meta,llama3.2,0,0,0,4,7,5,2,6,1,3
494fbac8-2145-429b-9982-ac4c44003363,2025-03-20 17:53:00.477942+00:00,meta,llama3.2,0,0,0,1,6,7,5,4,2,3
2ddf05b3-8679-4919-b390-5b8962086b87,2025-03-20 17:53:13.849853+00:00,meta,llama3.2,0,0,0,1,6,3,5,4,2,7
263ec416-6f79-48f6-832d-332cd6e7b91e,2025-03-20 17:53:27.786697+00:00,meta,llama3.2,0,0,0,7,5,3,2,6,4,1
694bcfcf-7d45-4acc-81fe-16f2deff7fff,2025-03-20 17:53:43.418607+00:00,meta,llama3.2,0,0,0,2,7,4,3,1,5,6
f656ace8-7a5b-4640-8d96-98a9b5cb6666,2025-03-20 17:53:57.741196+00:00,meta,llama3.2,0,0,0,5,1,2,6,4,3,7
2938ef33-a035-4329-af02-0245a1b5a493,2025-03-20 17:54:12.474154+00:00,meta,llama3.2,0,0,0,1,5,3,4,6,2,7
7d276a36-33cd-43f3-9910-5c60c95f362b,2025-03-20 17:54:27.989061+00:00,meta,llama3.2,0,0,0,4,3,1,2,6,5,7
5a49b2ec-afef-421c-b995-022131c7bf9d,2025-03-20 17:54:43.334848+00:00,meta,llama3.2,0,0,0,6,2,4,3,7,1,5
0a4d5500-42f9-4981-bc3b-abf5ffbedf0d,2025-03-20 18:04:32.256942+00:00,meta,llama3.2,0,0,0,2,3,4,5,6,1,7
bf11b23d-07dd-4245-b938-0f9cc40d1c56,2025-03-20 18:04:47.733713+00:00,meta,llama3.2,0,0,0,2,4,7,1,6,3,5
57ce949b-ec4f-407e-8223-eef92524b3b4,2025-03-20 18:05:02.993293+00:00,meta,llama3.2,0,0,0,5,6,2,4,7,1,3
56401c41-ad14-4980-a2ee-ce14ad2535f9,2025-03-20 18:05:18.393836+00:00,meta,llama3.2,0,0,0,2,3,4,1,6,5,7
