cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Mitochondrial donation is a treatment more like an organ transplant, which doesn't really change the genetics of person.",C2. It's a slippery slope from genome editing for medical reasons to using it for other reasons.,C3. Parents and guardians have a right to edit the genes of their children before they are born.,C4. Parents want 'designer babies' with certain traits out of vanity.,C5. I'm concerned that genome editing will lead to a reduction in genetic diversity.,C6. I think it would be amazing to have a choice in the way someone behaves.,C7. The idea that genome editing can make perfect people and societies is extremely dangerous.,C8. I think it's okay to use genome editing to change someone's appearance.,C9. I'm concerned that genome editing will be used as a quick techno-fix without actually dealing with real problems.,"C10. My concern is that as we start to tinker with the human genome, we're going to accidentally introduce a whole host of other problems.","C11. If human genome editing is available then it should be available to everyone who needs it, not just those who can afford it.",C12. I'm worried that human genome editing will widen the gap between those who can afford it and those who can't.,C13. If we open the box of genome editing we will not know where to draw the line.,C14. I am concerned that the use of human genome editing will advantage one group over another.,C15. Decisions about the use of genome editing are best left to the experts.,"C16. If human genome editing can be used to make changes to humans on demand for any reason, the future will be like a dystopian movie.",C17. Genome editing is really cool science.,C18. Genome editing will be used for enhancement by wealthy people.,C19. I have a more positive feeling about gene editing in humans than I do for animals or plants.,C20. Editing genes that will be inherited is problematic because it means making decisions for future people who don't exist yet. ,C21. My cultural beliefs make me cautious about genome editing.,C22. When you change someone's genes you are fundamentally changing who they are.,C23. Genome editing in agriculture will have the biggest impact on people's health. ,C24. Anything that's been artificially created in a lab gives me Frankenstein vibes.,C25. I worry that something will go wrong with genome technology.,C26. It's better to use genome editing to prevent a serious disease from happening rather than having to treat it with conventional medicine after it has occurred.,C27. The idea that people with genetic conditions might get cured in my lifetime is miraculous and incredible.,C28. Genome editing technologies gives us power over human life itself.,C29. Suggesting genome editing will 'cure' disability diminishes those living with genetic conditions who need support.,C30. There is nothing wrong with using genome editing to speed up evolution and help living things (including humans) adapt to challenges.,"C31. As a society, we have an obligation to help strengthen coming generations by eradicating diseases.",C32. We find strength when we face illness and adversity. It makes us who we are. ,"C33. If genome editing is proven to be safe, then I see no reason to oppose it.",C34. It is better to accept our genes the way they are than to tamper with things we don't understand.,"C35. I would consider using genome editing for my children to give them an advantage in life, so long as it's safe.",C36. I don't think we know enough about genetic diseases or the long term consequences of genome editing,C37. I think we should keep an open mind about new discoveries.,C38. I would be OK with having my own genome edited.,"C39. Each individual has a right to decide for themselves whether to undergo gene editing, as long as the changes cannot be passed on to future generations.",C40. Interfering in people's genes is intervening a bit too far in human creation.,C41. The idea of editing the human genome is scary.,C42. The use of gene editing for non-medical reasons reminds me of the Nazis during the Second World War.,C43. Science and technology have too much control over our lives.,"C44. Beacause of our changing environments, I believe that future humans will need genome editing to survive.",C45. I believe we should remain as natural as possible but we should not shy away from furthering medicine and the chance to save lives.
6da18dc0-cd1f-4e5f-bde5-4827e7b25756,2025-04-03 12:34:58.280200+00:00,google,gemma3:12b,0,0,0,6,2,3,1,2,2,1,4,3,2,7,2,3,2,5,1,6,2,5,1,3,2,3,2,3,7,7,6,1,1,6,7,7,1,5,2,6,6,7,1,2,1,3,6,7
6a41d6b2-a802-4e0e-b066-013097b2b959,2025-04-03 12:35:30.670287+00:00,google,gemma3:12b,0,0,0,6,3,4,3,3,2,1,3,1,1,7,2,4,2,4,1,5,2,6,2,2,2,4,1,6,6,7,2,1,7,6,3,7,1,6,1,3,5,7,1,1,1,2,6,7
e9c132e5-e4f5-454c-b8b9-d214dc924c4e,2025-04-03 12:36:02.904220+00:00,google,gemma3:12b,0,0,0,3,3,3,3,4,3,2,2,3,4,5,3,3,3,4,3,5,3,5,2,2,2,6,3,3,4,6,1,4,4,4,3,5,3,5,2,5,5,4,2,2,2,2,3,4
ef6943b5-32b4-4737-90ff-264e5541ef5c,2025-04-03 12:36:34.861957+00:00,google,gemma3:12b,0,0,0,5,1,2,1,2,1,1,1,2,1,7,4,2,2,4,1,5,1,7,1,2,1,3,1,2,7,6,6,3,6,7,2,6,2,6,3,7,3,6,1,1,1,2,6,6
ac7be910-f915-4cef-af12-4206cca7e764,2025-04-03 12:37:06.470616+00:00,google,gemma3:12b,0,0,0,5,3,2,1,2,1,3,1,2,1,6,2,3,1,3,1,3,1,6,2,2,2,3,1,2,5,6,2,1,5,6,6,4,1,4,2,5,6,6,1,1,1,1,4,5
d6ef43ac-9c73-46ef-af17-828066d082c1,2025-04-03 12:37:37.765924+00:00,google,gemma3:12b,0,0,0,2,2,3,5,2,1,2,4,2,2,3,2,1,2,3,1,4,3,4,2,3,1,3,1,2,4,3,2,1,3,3,2,3,1,4,2,4,4,4,1,1,1,2,6,4
c68f5665-6c28-47f3-bd43-4cd85b194967,2025-04-03 12:38:09.250844+00:00,google,gemma3:12b,0,0,0,3,6,4,1,4,3,1,4,2,2,6,3,2,3,6,3,6,2,5,3,1,3,4,1,4,7,7,6,3,6,7,2,7,2,5,1,5,6,6,2,2,1,1,4,4
e65152a0-660b-45fa-8603-406f00902392,2025-04-03 12:38:40.503265+00:00,google,gemma3:12b,0,0,0,5,2,3,1,1,3,1,3,2,2,6,2,2,1,4,1,6,1,6,1,1,4,2,1,2,6,1,2,3,6,4,1,7,2,3,2,5,7,6,1,2,1,1,6,2
a24ff396-e807-48d7-9f2f-1580e0b4ce96,2025-04-03 12:39:12.224852+00:00,google,gemma3:12b,0,0,0,6,3,3,1,3,1,1,2,2,4,7,2,2,2,4,1,6,2,7,2,3,1,4,1,2,7,7,3,1,7,6,2,6,1,6,3,6,7,6,1,1,1,2,6,7
e600cc59-a8fe-4063-9d26-8f6747d9d390,2025-04-03 12:39:44.303529+00:00,google,gemma3:12b,0,0,0,3,1,2,1,2,5,1,1,2,2,4,1,2,4,3,2,6,2,3,1,1,1,1,2,2,4,4,2,1,3,4,6,2,2,3,1,6,6,3,1,1,2,1,3,5
3170b907-d779-415c-b0f0-a71d3dfd0485,2025-04-03 15:35:50.581950+00:00,google,gemma3:12b,0,0,0,4,2,1,1,2,1,1,1,1,2,5,2,1,2,3,1,4,1,5,1,2,1,4,1,1,6,6,2,1,5,5,3,4,2,3,2,4,3,5,1,1,3,1,2,5
b4df0c0d-7f4d-4465-8e29-5c0e7e6f8277,2025-04-03 15:36:24.908229+00:00,google,gemma3:12b,0,0,0,5,1,2,2,3,1,1,3,1,1,7,3,2,2,4,1,5,2,6,1,2,1,3,2,1,6,7,3,1,6,6,3,7,1,4,3,2,6,4,2,1,1,1,6,2
17b36231-2f3d-4a81-a0ef-9c82b3c2acd6,2025-04-03 15:36:58.915050+00:00,google,gemma3:12b,0,0,0,1,2,1,1,1,1,1,1,1,2,7,2,2,2,6,1,6,2,6,2,1,3,6,1,2,7,4,5,1,7,6,2,6,2,6,1,6,6,7,1,1,2,2,4,6
dd63444f-0431-4879-a6e4-6f60b0e57318,2025-04-03 15:37:32.410118+00:00,google,gemma3:12b,0,0,0,6,3,7,2,7,1,6,2,2,1,7,7,3,3,6,6,3,2,7,1,3,6,2,4,1,3,6,4,1,7,4,2,3,5,7,1,1,7,3,3,1,6,2,6,5
881381c5-1b91-47a1-9d42-3baeda3177a0,2025-04-03 15:38:06.043523+00:00,google,gemma3:12b,0,0,0,7,1,7,7,2,6,6,1,2,1,1,1,3,2,4,2,7,3,5,5,3,4,4,1,1,2,1,1,3,1,6,1,3,7,6,5,6,3,1,2,6,2,5,3,6
