cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
82df75e3-fd0f-4efd-a7ce-d7b19e0d1ba2,2025-03-27 16:45:44.710719+00:00,qwen,qwen-max,0,3505,239,7,6,2,3,4,1,5
fab08c6a-0dce-42b3-81a6-0b0a391d1972,2025-03-27 16:45:54.322808+00:00,qwen,qwen-max,0,3505,233,6,7,2,1,3,5,4
a471fb9c-1baf-426a-a8eb-3af153333e9b,2025-03-27 17:23:27.794535+00:00,qwen,qwen-max,0,3505,236,7,6,5,1,3,4,2
10997f46-83df-4c2a-a7ad-fc0c0baa668e,2025-03-27 17:23:37.287854+00:00,qwen,qwen-max,0,3503,234,6,7,5,1,3,4,2
cdf6b978-99da-4248-8fa9-3d9c3886630b,2025-03-27 17:23:46.773293+00:00,qwen,qwen-max,0,3505,236,7,6,3,1,2,4,5
ace73984-87b1-47ee-8112-2aa5bc46f1f2,2025-03-27 17:23:56.450253+00:00,qwen,qwen-max,0,3503,239,6,7,5,1,4,3,2
34dd7287-64fa-43b1-8bb5-fee7ba9bc263,2025-03-27 17:24:05.928479+00:00,qwen,qwen-max,0,3505,238,6,7,3,4,1,2,5
aa5b0f20-3304-428b-ac85-cf77c2840c11,2025-03-27 17:24:15.408698+00:00,qwen,qwen-max,0,3505,236,7,6,1,3,2,4,5
3312476f-6678-4e07-9966-d23dae566471,2025-03-27 17:24:24.875125+00:00,qwen,qwen-max,0,3503,234,6,7,5,2,3,4,1
cc4da5f0-4a90-4983-8129-e6bb8fbb4684,2025-03-27 17:24:34.195266+00:00,qwen,qwen-max,0,3505,237,7,6,4,1,2,3,5
ccde3c43-a724-47b6-bd28-d81a71c3b1a0,2025-03-27 17:24:43.626388+00:00,qwen,qwen-max,0,3505,236,6,7,3,2,5,4,1
69978196-f887-4628-99c2-6a4c2f6acd26,2025-03-27 17:24:53.224803+00:00,qwen,qwen-max,0,3503,235,6,7,3,5,4,2,1
8c52f158-8117-40a4-890e-cf878c3e8aa8,2025-03-27 23:58:01.607384+00:00,qwen,qwen-max,0,3503,230,6,7,5,4,3,2,1
1cff53dc-a548-4d9a-bbd0-1fc36eae5a26,2025-03-27 23:58:11.121711+00:00,qwen,qwen-max,0,3505,235,6,7,3,4,1,5,2
c82c9d5f-5946-4789-95d7-41536fa5b148,2025-03-27 23:58:20.724864+00:00,qwen,qwen-max,0,3503,230,6,7,4,5,2,3,1
bd449dec-419d-48a5-bd6c-a45e87035c3d,2025-03-27 23:58:30.343285+00:00,qwen,qwen-max,0,3505,235,6,7,3,4,5,2,1
d4f4d3e3-5801-4df8-bd80-170628383cc3,2025-03-27 23:58:39.755983+00:00,qwen,qwen-max,0,3503,236,7,6,5,1,3,4,2
adf89941-9323-40d7-9169-37457c856c13,2025-03-27 23:58:49.147207+00:00,qwen,qwen-max,0,3505,235,7,6,4,3,2,5,1
8344ba19-1bf1-4bde-9445-372f6e69d509,2025-03-27 23:58:59.183384+00:00,qwen,qwen-max,0,3505,236,6,7,2,1,3,5,4
87d45a17-ee43-4afd-b70c-70ed809a6020,2025-03-27 23:59:08.832495+00:00,qwen,qwen-max,0,3505,240,7,6,4,1,5,3,2
7354e0b9-27e9-4117-b139-a56515c19e6a,2025-03-27 23:59:18.876661+00:00,qwen,qwen-max,0,3503,231,7,6,4,5,2,3,1
8b8c48ea-088b-484a-b3e8-1dc6dc9b5a3f,2025-03-27 23:59:28.184630+00:00,qwen,qwen-max,0,3505,238,6,7,5,1,3,2,4
243842aa-86d7-4d85-8dd8-18c3c2f685c8,2025-03-27 23:59:37.871157+00:00,qwen,qwen-max,0,3505,235,7,6,3,1,4,5,2
8043c972-292e-4270-9448-9bb39027c53b,2025-03-27 23:59:47.645394+00:00,qwen,qwen-max,0,3505,236,6,7,3,1,2,4,5
2b6f64b8-f7ba-4fed-91d5-a13490f75edc,2025-03-27 23:59:57.921783+00:00,qwen,qwen-max,0,3505,236,6,7,4,1,3,2,5
a750760d-f090-43f6-a441-dbed192ef181,2025-03-28 00:00:07.522267+00:00,qwen,qwen-max,0,3505,239,7,6,4,1,5,2,3
314d671b-504b-4445-a13e-729d64743e4f,2025-03-28 00:00:17.039481+00:00,qwen,qwen-max,0,3505,240,7,6,4,2,1,3,5
215a8091-418c-4659-b3de-41d2cfcd64c7,2025-03-28 00:00:26.665368+00:00,qwen,qwen-max,0,3505,242,6,7,5,1,3,4,2
2d0c313b-5922-476d-921a-281110db1316,2025-03-28 00:00:36.169771+00:00,qwen,qwen-max,0,3505,234,6,7,2,5,3,4,1
b71707c6-6702-4c99-aa1b-bcb3cea2f230,2025-03-28 00:00:45.735354+00:00,qwen,qwen-max,0,3505,238,7,6,5,1,3,4,2
3cd8bade-1897-474e-a47e-93a1240c430b,2025-03-28 00:00:55.323469+00:00,qwen,qwen-max,0,3503,241,6,7,5,1,3,4,2
