cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Public funds should pay for biobanks, instead of private companies.",C2. The community that provides samples for research should receive improved medical services in return.,C3. People should be paid for providing their samples to a biobank.,C4. Information about people's genes and the traits they inherit from their parents is more private than their medical records.,C5. The confidentiality of personal medical information is critical in any circumstance where research is being conducted.,C6. High-priced genetic research is diverting funds that could be used to promote public health in other ways.,C7. Race is a useful topic for genetic studies,C8. Collecting samples from people in an ethnic or cultural group is acceptable only if the whole group has agreed to participate.,C9. Religious groups need to be asked for their views about biobanks and genetic research.,C10. Genetic studies will lead to the discrimination of people living with genetic conditions or disabilities.,C11. Genetic studies of race on ethnic or cultural groups will lead to the discrimination of those groups.,C12. The priorities for health should be to reduce inequalities and the burden of disease.,C13. Biobanks are valuable even if they only advance science (e.g. provide new information about diseases) and do not lead to treatments or cures.,"C14. It is always acceptable to do research on samples that identify me, without my prior permission.",C15. There is no point asking the public for their views on the ethical issues in science and technology.,C16. Genetic research will improve our lives.,C17. Deciding how to regulate biobanks should be left to the government.,C18. There is no risk to the people who provide samples and information to biobanks.,C19. Policy makers need to consider whether WA should not have biobanks.,C20. My sample should never be permanently anonymized since I should be contacted about important research results,C21. Researchers and institutions (e.g. hospitals and universities) should be allowed to use samples for research but they should not own them.,C22. I should be asked for my permission every time researchers want to use my samples for research,C23. There must be special consideration of the views of Aboriginal people towards healthcare and genetic research.,C24. Improved health is more likely to come from educating people about their diet and lifestyle than from biobanks.,C25. People with a [chronic disease or] genetic condition in their family have a responsibility to be involved in genetic research.,C26. People should always be able to withdraw their sample from research at any time.,C27. I should have property rights to my tissues before and after they leave my body,C28. People who provide samples for research should get special access to the treatments that result from this research.,C29. Permission from the indigenous community must be sought if samples are collected from indigenous peoples.,C30. People who provide samples should be active in the set up and ongoing management of biobanks.,C31. Biobanks will only lead to high profits and expensive treatments that most people can't afford.,"C32. I do not mind if researchers have access to my samples, when there is no way I can be identified.","C33. I trust independent research ethics committees, which are not connected to the biobank in anyway, to decide whether research is ethical and approve who gets access to my samples.",C34. I trust researchers to make sure only approved people get access to my samples,C35. We should all provide samples to biobanks because it will benefit everyone.,C36. I do not mind if my sample is connected to my name and medical information.,C37. The fact that we cannot predict what biobanks will be used for in the future bothers me.,C38. Profits from biobanking should be shared in some way with the community who provided the samples.,"C39. Biobanks need to be monitored and reviewed by external, independent people to prevent the misuse of data and samples.","C40. The biobank owner should be able to sell any information they have about my genes, if they want to.","C41. I don't mind if my samples are connected to my medical records without my prior permission, so long as researchers don't get access to any data that identifies me.",C42. I trust biobanks with managers who are independent of researchers to make sure only approved people get access to my samples,C43. It's OK if data that identifies me is stored in a separate database and replaced in the biobank by a unique non-identifying code.,C44. Commercial companies should keep all the profits they make from biobanking because they take the financial risks and put up the money to develop new drugs and treatments.,"C45. Commercial companies should get access to biobanks, otherwise new drugs and treatments will not be developed.",C46. It is acceptable for samples and information that doesn't identify me to be sent to researchers overseas.,C47. People should be told if commercial companies could get access to their samples and information.,C48. The public will be more protected if biobanks are government-funded not privately funded.,C49. Biobanks are valuable because they promise huge benefits for our economy.
91693610-eaa8-46e4-aa8d-b721a22c2ca3,2025-03-20 18:55:04.575234+00:00,openai,gpt-3.5-turbo,0,4889,318,2,5,4,9,9,4,2,7,6,1,1,4,5,1,1,9,8,4,1,1,4,6,8,4,6,7,1,6,7,5,1,3,7,5,3,2,7,5,8,2,3,5,5,3,3,6,6,2,3
cd3e3c84-5f31-4335-a211-ad8ca2c82d53,2025-03-20 18:55:09.567366+00:00,openai,gpt-3.5-turbo,0,4886,324,1,6,3,9,11,1,5,5,1,1,1,11,8,1,1,9,1,1,1,2,6,3,8,2,4,11,1,4,11,7,2,4,11,7,6,3,2,5,11,1,4,11,4,1,5,4,5,1,1
2f4b6b6b-7b0c-41bc-81a6-85cc4fd9db5d,2025-03-20 18:55:14.647414+00:00,openai,gpt-3.5-turbo,0,4889,324,4,6,5,8,9,3,3,7,6,8,8,9,8,2,2,7,6,4,6,5,6,7,7,4,6,8,7,5,8,6,3,4,6,6,5,5,5,5,8,2,4,6,4,2,6,4,7,4,3
45024d26-b26c-461e-b7bf-109643df3224,2025-03-20 18:55:20.632927+00:00,openai,gpt-3.5-turbo,0,4886,337,1,7,4,4,10,2,6,6,7,6,6,10,8,2,1,9,5,3,1,5,6,2,10,4,7,7,8,6,10,8,3,5,9,6,4,5,3,9,9,2,5,8,7,2,2,4,8,1,3
14f98869-bc3f-4593-ba5b-4619b4b0937d,2025-03-20 18:55:25.649813+00:00,openai,gpt-3.5-turbo,0,4889,337,7,6,3,4,9,7,5,5,3,5,5,8,8,2,1,8,7,2,2,4,5,4,6,6,6,6,2,6,3,4,3,4,4,4,6,5,4,7,7,2,2,4,4,3,3,5,5,2,9
c4ff7c69-adf5-433d-acec-726df5a09a71,2025-03-20 18:55:32.573917+00:00,openai,gpt-3.5-turbo,0,4889,338,2,4,3,6,11,2,5,4,7,1,1,11,4,1,1,8,5,3,5,6,5,4,11,3,4,11,11,4,11,5,3,6,7,8,5,1,4,4,8,1,4,8,6,2,2,6,6,2,3
8d07dea6-16fb-4b16-949b-e96f5c733abd,2025-03-20 18:55:37.438283+00:00,openai,gpt-3.5-turbo,0,4889,351,8,9,6,5,10,3,4,6,5,2,2,10,7,2,2,8,6,4,5,4,6,4,6,3,6,8,4,6,8,7,2,4,8,7,7,5,3,6,8,2,5,7,6,2,3,4,7,7,5
3eb43693-f1d3-42f9-9f11-15f7d074ee37,2025-03-20 18:55:43.460961+00:00,openai,gpt-3.5-turbo,0,4889,315,10,5,1,11,11,3,3,2,10,2,2,11,8,1,1,11,6,1,6,4,6,7,9,3,4,11,4,3,9,8,2,9,10,7,7,5,2,5,10,1,5,9,4,1,3,9,8,10,7
ab511a77-ef0f-492c-a8c2-5f61f4b69125,2025-03-20 18:55:54.521527+00:00,openai,gpt-3.5-turbo,0,4889,334,4,4,6,8,9,3,4,4,5,2,3,7,7,2,2,9,5,3,4,2,5,6,6,4,4,6,3,4,6,5,2,5,8,6,7,2,6,5,8,3,3,7,4,6,5,5,7,7,5
9a712782-b2c9-47bf-b752-02722c5fc3c9,2025-03-25 13:03:09.786823+00:00,openai,gpt-3.5-turbo,0,4889,292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
