cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
ace89c90-e8c6-47dc-8af3-32008608954e,2025-03-25 21:31:23.435639+00:00,cohere,command-r-08-2024,0,5551.0,352.0,4,3,6,9,7,5,2,1,8
bb330f21-d336-4a6f-a5ac-bc3acb73bf13,2025-03-25 21:31:30.776209+00:00,cohere,command-r-08-2024,0,5583.0,365.0,8,3,5,7,2,4,6,9,1
5ad8ec4d-63a2-4b1a-b301-9a7d7a6e1c02,2025-03-25 21:31:38.338819+00:00,cohere,command-r-08-2024,0,5573.0,340.0,3,6,8,9,4,7,1,2,5
5c3c2544-335f-44fc-8e8c-bf2300d46cd5,2025-03-25 21:31:45.824267+00:00,cohere,command-r-08-2024,0,5575.0,354.0,3,1,7,9,4,6,5,2,8
dd686aaf-19d4-4fa8-940a-2e7818224f9b,2025-03-25 21:31:53.309876+00:00,cohere,command-r-08-2024,0,5609.0,374.0,6,5,4,1,3,2,8,7,9
5c5cb786-83e5-4352-b176-bc71bdab1268,2025-03-25 21:32:02.204984+00:00,cohere,command-r-08-2024,0,5579.0,350.0,4,6,3,7,5,8,2,1,9
07ee19d6-ed88-46fb-83d1-7f672b74df6b,2025-03-25 21:32:12.144703+00:00,cohere,command-r-08-2024,0,5555.0,347.0,1,7,2,9,6,5,8,3,4
e5ef0079-0174-4d29-8ea6-9c9474c9f2c1,2025-03-25 21:32:21.979579+00:00,cohere,command-r-08-2024,0,5533.0,327.0,5,3,2,1,7,9,8,4,6
cca87b6b-b94f-4202-bb7d-35c8ed53d570,2025-03-25 21:32:29.349445+00:00,cohere,command-r-08-2024,0,5587.0,357.0,4,3,6,8,1,7,5,9,2
fd6f3163-8692-48a8-a54c-8d8d3780f7e6,2025-03-25 21:32:37.645832+00:00,cohere,command-r-08-2024,0,5584.0,362.0,6,9,1,5,4,7,3,8,2
4de96e00-dac3-4c47-9bbf-d1c754f8d532,2025-03-25 21:32:45.532518+00:00,cohere,command-r-08-2024,0,5589.0,361.0,9,1,6,7,2,3,5,4,8
22123462-d755-4ddb-bf30-d66847b43020,2025-03-25 21:32:55.654111+00:00,cohere,command-r-08-2024,0,5593.0,368.0,5,3,9,2,8,7,6,4,1
9dd4e0e3-0c13-4e16-b839-c70c687b6ed7,2025-03-25 21:33:04.260278+00:00,cohere,command-r-08-2024,0,5581.0,361.0,2,4,6,1,3,9,5,8,7
c165ebe0-7953-4c47-94ec-dc709b857f14,2025-03-25 21:33:12.667344+00:00,cohere,command-r-08-2024,0,5533.0,330.0,7,3,8,5,1,9,2,4,6
153352a2-0952-409c-b5da-8d6f827c2d25,2025-03-25 21:33:19.935023+00:00,cohere,command-r-08-2024,0,5581.0,357.0,2,7,9,6,8,4,3,1,5
