cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
767c4af3-0707-4f0e-919c-557b38836633,2025-03-21 20:59:33.401889+00:00,openai,gpt-4o-mini,0,4199,283,6,7,2,4,3,1,8,5
a7db1e6c-8ab3-45a2-b542-920916726632,2025-03-21 20:59:40.854092+00:00,openai,gpt-4o-mini,0,4194,282,8,7,4,2,3,1,5,6
05b35fa4-6dd2-4b11-aaad-9326a222be15,2025-03-21 20:59:47.406545+00:00,openai,gpt-4o-mini,0,4199,281,5,6,2,7,8,1,3,4
a9db59c6-2d14-4509-9944-9262cfdbbab5,2025-03-21 20:59:55.083233+00:00,openai,gpt-4o-mini,0,4196,282,3,8,7,2,5,1,6,4
2bd2af28-c6fb-4643-859a-6a1ee2b8b453,2025-03-21 21:00:03.283747+00:00,openai,gpt-4o-mini,0,4199,284,1,6,5,7,3,4,8,2
fb3588d6-6d36-4f97-b8b7-1ed332852829,2025-03-21 21:00:11.270133+00:00,openai,gpt-4o-mini,0,4199,282,6,3,4,7,5,1,2,8
f86cfd03-0130-4129-863d-942d6bccfa1b,2025-03-21 21:00:19.050999+00:00,openai,gpt-4o-mini,0,4199,283,4,1,8,3,2,7,5,6
79aad25f-f5d0-45a3-8473-db8f315ee563,2025-03-21 21:00:28.677117+00:00,openai,gpt-4o-mini,0,4199,281,4,3,1,5,8,6,7,2
76174ef7-0ea0-40ab-ad6d-8075eb57fbab,2025-03-21 21:00:36.250347+00:00,openai,gpt-4o-mini,0,4199,284,2,3,4,6,8,7,5,1
bdfa7430-545c-4116-a291-d11b90c4a8ef,2025-03-21 21:00:45.263655+00:00,openai,gpt-4o-mini,0,4199,282,5,4,1,2,6,8,3,7
54b46908-2e96-4cb5-92b0-473018270535,2025-03-21 21:00:53.352043+00:00,openai,gpt-4o-mini,0,4199,282,2,4,1,3,8,7,5,6
