cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
3ff27277-756a-4d0d-bfc8-36dcf2f04a9c,2025-03-21 00:18:47.962555+00:00,microsoft,phi4,0,0,0,3,9,8,7,6,5,4,1,2
f2c3d5f5-8e70-442f-a7b8-3723d2be1371,2025-03-21 00:20:54.709713+00:00,microsoft,phi4,0,0,0,1,7,2,3,8,5,6,4,9
a1b87880-08e3-4fb8-b13f-ec099f8fc808,2025-03-21 00:22:43.538154+00:00,microsoft,phi4,0,0,0,6,3,7,1,2,5,9,8,4
0e72464f-34cf-444f-85d3-e9d92579d9b4,2025-03-21 00:23:49.275849+00:00,microsoft,phi4,0,0,0,4,3,1,6,8,2,7,5,9
95b2025f-7acb-4918-8a9b-6bd458a0a108,2025-03-21 00:25:58.223290+00:00,microsoft,phi4,0,0,0,1,7,8,6,5,2,3,4,9
b16f7f69-240a-47e2-85d5-ad7c9cc28f17,2025-03-21 00:27:14.124874+00:00,microsoft,phi4,0,0,0,1,6,5,7,8,4,2,3,9
0a7fd45f-bbb7-40a3-b524-b1549c0f56bc,2025-03-21 00:28:24.828295+00:00,microsoft,phi4,0,0,0,2,3,4,1,5,7,8,6,9
b0d7e5fe-cfb4-47cb-a308-267b6ef1bd04,2025-03-21 00:29:14.283515+00:00,microsoft,phi4,0,0,0,1,4,8,6,2,3,5,7,9
aaea8899-06de-448a-982a-ef984852156d,2025-03-21 00:31:15.552903+00:00,microsoft,phi4,0,0,0,6,1,5,7,9,2,4,3,8
02381847-7755-4882-82fd-4f1aef8bd8f4,2025-03-21 00:33:35.382165+00:00,microsoft,phi4,0,0,0,1,6,8,9,5,2,4,3,7
d1d59282-1034-4d72-905e-20c07ead68b1,2025-03-27 17:37:03.309508+00:00,microsoft,phi4,0,0,0,5,8,7,9,6,4,3,1,2
cd310350-a6fb-4125-9b00-af7c4987a177,2025-03-27 17:38:13.291358+00:00,microsoft,phi4,0,0,0,2,4,7,5,1,3,6,8,9
b9b011a3-6f32-4dbf-b7b4-60f85409400c,2025-03-27 17:38:52.322090+00:00,microsoft,phi4,0,0,0,6,5,1,2,4,8,9,7,3
80927edf-5bbd-4e8d-9274-8250cab0265a,2025-03-27 17:39:58.756368+00:00,microsoft,phi4,0,0,0,2,5,7,6,8,3,1,4,9
