cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
d34c4614-654c-4701-8621-029dbab7d95c,2025-03-26 01:56:36.213056+00:00,microsoft,phi3.5,0,0,0,2,8,6,5,1,3,7,4,9
ebbc7a60-263b-4678-bc8f-a0237e4999c9,2025-03-26 01:57:50.060271+00:00,microsoft,phi3.5,0,0,0,2,7,5,6,9,8,3,4,1
aacad405-9a2b-464f-b4ed-cda4c6620c3e,2025-03-26 01:58:52.921510+00:00,microsoft,phi3.5,0,0,0,5,7,2,1,8,4,6,3,9
f29f20a8-fba7-4d3a-88e1-1f7f051b8404,2025-03-26 02:07:39.452358+00:00,microsoft,phi3.5,0,0,0,2,3,1,9,5,6,8,4,7
9a49887c-46a2-4adf-9302-f4b5083d6656,2025-03-26 02:08:31.321112+00:00,microsoft,phi3.5,0,0,0,7,6,4,2,5,1,9,3,8
4a672e3d-816a-4c4f-9a2c-650fd9bcc0b3,2025-03-26 02:09:54.044075+00:00,microsoft,phi3.5,0,0,0,1,5,8,4,6,3,2,7,9
a78cd87b-5821-44d1-8d2a-d6818abc00b8,2025-03-26 02:10:42.610671+00:00,microsoft,phi3.5,0,0,0,9,6,3,4,8,7,1,5,2
255f2611-be65-4151-b637-ec1bc79672da,2025-03-26 02:11:01.529256+00:00,microsoft,phi3.5,0,0,0,9,7,4,3,5,6,8,2,1
4ffabf15-f4b3-43c6-b488-cefc14e4aca0,2025-03-26 02:11:24.075838+00:00,microsoft,phi3.5,0,0,0,2,7,5,4,3,1,9,6,8
e0e24a93-f4d9-472c-8d79-420591042d84,2025-04-04 15:14:50.432498+00:00,microsoft,phi3.5,0,0,0,5,4,6,9,1,3,8,7,2
e5ca8a9b-8040-434c-96e5-1df26148f859,2025-04-04 15:15:06.260007+00:00,microsoft,phi3.5,0,0,0,2,3,4,7,5,6,8,1,9
5e36bae1-3ebd-4220-8906-42717914c4f3,2025-04-04 15:16:32.629845+00:00,microsoft,phi3.5,0,0,0,2,7,8,5,4,6,9,1,3
5dbe9d89-e410-4433-9d68-d5decf8d7827,2025-04-04 15:16:49.113533+00:00,microsoft,phi3.5,0,0,0,4,8,2,1,6,5,3,7,9
eccacd8d-ccaa-49e6-829b-51f77daabdb5,2025-04-04 15:17:06.185325+00:00,microsoft,phi3.5,0,0,0,1,8,4,6,7,5,2,3,9
71b5c9a3-40fe-4f9b-b492-2db9197df6d5,2025-04-04 15:17:31.844600+00:00,microsoft,phi3.5,0,0,0,3,8,6,4,5,1,7,2,9
3922f5f7-0bf6-45c4-94cf-d2f76c2747ae,2025-04-04 15:17:48.836262+00:00,microsoft,phi3.5,0,0,0,3,4,1,7,2,9,8,5,6
59d52699-94d1-48be-8cd5-892491c5a93a,2025-04-04 15:18:04.478769+00:00,microsoft,phi3.5,0,0,0,2,7,9,4,5,3,1,6,8
12e1dd74-409d-4488-90c8-a9932c49dd8f,2025-04-04 15:18:23.422065+00:00,microsoft,phi3.5,0,0,0,4,1,7,9,2,8,5,3,6
