cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Short term development thinking will ultimately lead to longer term reef damage and economic impacts.,C2. Economic development associated with mining will provide more opportunities for future generations in North Queensland.,C3. Protection of the Great Barrier Reef is worthwhile at whatever cost.,C4. If we don't take steps to protect the Great Barrier Reef future generations will miss out on the opportunity to experience the reef.,C5. We don't need to worry too much about environmental damage in the Great Barrier Reef because future generations will be better able to deal with these problems than we are.,"C6. If future generations could have their say about the Great Barrier Reef, they would be less concerned about the environmental impacts than many people make out.",C7. Townsville is better off because of mining development.,"C8. We should prioritise protecting the environment in Townsville, even if it hurts our economy.",C9. Jobs and growth in Townsville should be prioritised over Great Barrier Reef protection.,C10. Government should be doing more to reduce greenhouse gas emissions.,C11. Mining development in Australia is a risk to the environment.,C12. I think enough is being done to effectively manage the Great Barrier Reef.,C13. Climate change impacts on the Great Barrier Reef aren't something I'm worried about.,"C14. Climate change is a threat, but the impacts are too distant for immediate concern.","C15. Each new Australian coal mine will contribute greenhouse emissions that exacerbate the risk of climate change, and impacts to the Reef.",C16. There is no point throwing money at protecting the reef if our other actions contribute to its continuing decline.,C17. The Great Barrier Reef underpins more direct and indirect jobs than mining does. ,C18. The negative publicity about climate change impacts on the reef has negatively affected the local tourism industry.,C19. A few self-interested politicians and influential companies are prepared to sacrifice our well-being for their own short-term gain.,"C20. Government should provide funding support for industry, including mining projects such as the Adani mine.","C21. Coal-generated electricity must be phased out if we are to avoid catastrophic impacts of global warming, including the loss of the Great Barrier Reef.",C22. The Great Barrier Reef is a great asset for the economy of this region and we should prioritise protecting it.,C23. Climate change is an immediate threat requiring action.,C24. I feel that future generations have been adequately considered in the management of the Great Barrier Reef.,C25. The mining industry provides thousands of jobs. Without it unemployment would have skyrocketed in regional Queensland.,C26. There are more jobs to lose from Great Barrier Reef tourism than to be gained from the coal industry.,C27. Australia's contribution to global greenhouse gas emissions is so small that we should wait for other countries to take action on climate change before we do. ,"C28. If we are serious about maintaining and improving people's living standards in Townsville, we need to make the most out of coal exports.",C29. We should prioritise economic development and job creation in Townsville over the environment. ,C30. It is not possible to conserve the reef over the long term without addressing climate change ,"C31. While job creation is important, we should prioritise industries that have less impact on the reef over those that have greater impact on the reef. ",C32. The first priority should be reducing other pressures on the reef (such as agricultural runoff or coastal development) so that the reef will be more resilient to climate change impacts. ,C33. More scientific research is needed before we can say if climate change is a threat to the Great Barrier Reef.,C34. Deep-pocketed green groups are willing to sacrifice our local economy for their own goals. ,C35. There is no strong scientific evidence to suggest that the Great Barrier Reef is under threat from climate change.
092abc1a-864c-42b7-8a98-f3814f48f3c8,2025-03-20 11:05:04.014946+00:00,google,gemini-2.0-flash,0,3870,255,7,3,2,7,1,1,4,5,1,7,6,2,1,2,7,7,7,5,7,2,7,7,7,2,4,6,1,1,1,7,7,7,1,3,1
6efca3d8-d8ea-46e6-8bc3-05d3c0fa325c,2025-03-20 11:05:08.520661+00:00,google,gemini-2.0-flash,0,3870,249,7,2,2,7,1,2,2,6,1,7,7,2,1,2,7,7,7,4,7,2,7,7,7,2,6,7,1,1,1,7,7,6,1,1,1
b5574379-d96f-4d6c-b0e2-0802c94ba325,2025-03-20 11:05:13.031842+00:00,google,gemini-2.0-flash,0,3870,256,7,2,3,7,1,2,2,4,1,7,7,1,1,3,7,7,7,6,7,1,7,7,7,1,3,7,1,1,1,7,7,7,1,2,1
be7f66a6-ab67-4c92-b824-13c88c62cef5,2025-03-20 11:05:17.280331+00:00,google,gemini-2.0-flash,0,3870,253,7,2,3,7,1,1,3,6,1,6,6,2,1,3,7,7,7,4,6,1,7,7,7,1,3,7,1,1,1,7,6,6,2,2,1
7ab52812-c386-42bf-b41f-388cb38c00f3,2025-03-20 11:05:21.887617+00:00,google,gemini-2.0-flash,0,3870,255,7,3,4,7,1,1,3,7,1,7,6,3,2,2,7,7,6,5,7,1,7,7,7,2,3,7,1,2,1,7,7,6,2,2,1
c23bdd13-b897-4527-919e-aa728f440403,2025-03-20 11:05:26.703044+00:00,google,gemini-2.0-flash,0,3870,254,7,3,4,7,1,2,3,5,2,7,6,2,2,2,7,7,7,6,6,1,6,7,7,2,4,7,1,2,2,7,6,6,2,2,1
3377aa75-9469-497e-b2ee-46d83881bb88,2025-03-20 11:05:31.403077+00:00,google,gemini-2.0-flash,0,3870,253,7,3,3,7,1,1,3,5,1,7,6,2,1,2,7,7,6,6,6,2,7,7,7,2,3,7,1,2,2,7,7,5,1,2,1
73111f2a-8c94-44b2-b6f8-0ea9c61a03f9,2025-03-20 11:05:36.121007+00:00,google,gemini-2.0-flash,0,3870,251,6,4,4,7,1,2,4,5,2,6,5,2,2,3,7,7,6,4,6,2,5,7,6,3,5,6,1,2,2,7,6,5,2,3,1
d6361b01-27b3-4ebb-ae04-f3629381a044,2025-03-20 11:05:40.732815+00:00,google,gemini-2.0-flash,0,3870,253,7,2,3,7,1,1,3,6,1,7,6,2,1,3,7,7,6,5,6,2,7,7,7,2,4,7,1,2,1,7,7,4,2,2,1
f244e475-8cd9-4341-a3ed-8ae8d65429a2,2025-03-20 11:05:45.473547+00:00,google,gemini-2.0-flash,0,3870,252,7,2,2,7,1,1,3,6,1,7,6,1,1,2,7,7,7,4,7,1,7,7,7,1,5,7,1,1,1,7,7,6,2,1,1
97530037-1570-49ef-ab62-f9b34062642e,2025-03-25 13:57:59.203374+00:00,google,gemini-2.0-flash,0,3870,254,7,3,2,7,1,1,4,5,1,7,6,2,1,2,7,7,7,5,7,2,7,7,7,2,4,6,1,1,1,7,7,7,1,3,1
