cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a dramatic cut back in CO2 emissions (by 50% in the next 10 years).,P4. Policies that involve a moderate cut in CO2 emissions (by 25% in over the next 10 years).,"P5. Adaptation policies and expenditure (e.g. coastal protection, water desalinisation, improving infrastructure etc). Planning controls and emergency response programs.","P6. Adaptation policies that target individual, small business or community-based actions (eg support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change. 
35745688-b07b-4ab4-8479-e4161a0323a4,2025-03-27 16:37:58.531000+00:00,qwen,qwen-turbo,0,3426,246,7,6,4,1,3,2,5
a4595874-3065-4190-b328-a4e81ebd4cc6,2025-03-27 16:38:03.451937+00:00,qwen,qwen-turbo,0,3436,249,7,2,1,6,5,4,3
c86a8cb1-18d1-4950-8b50-e69eaefe1835,2025-03-27 19:12:14.611478+00:00,qwen,qwen-turbo,0,3434,250,4,3,2,7,6,5,1
b7890bd8-0780-49f1-a677-92c14eb732de,2025-03-27 19:12:19.330830+00:00,qwen,qwen-turbo,0,3424,241,7,3,4,1,6,2,5
73bc6e29-4ba5-4fd3-bd3b-c574c80c622e,2025-03-27 19:12:24.276682+00:00,qwen,qwen-turbo,0,3428,247,3,7,1,2,6,5,4
e6dc19e9-dfc7-48aa-b0e6-8897a5e36f91,2025-03-27 19:12:29.041118+00:00,qwen,qwen-turbo,0,3428,249,7,6,1,5,4,3,2
4e6aec43-e47b-4071-b0b0-210d75da090c,2025-03-27 19:12:33.823232+00:00,qwen,qwen-turbo,0,3442,255,4,6,1,7,3,2,5
b39df8e7-046d-43ea-a98b-7bb122cd8f4d,2025-03-27 19:12:38.693919+00:00,qwen,qwen-turbo,0,3430,252,2,7,5,1,6,4,3
1b113215-d5a8-4fc0-b6bd-452f77a7cde5,2025-03-27 19:12:43.593885+00:00,qwen,qwen-turbo,0,3426,243,7,6,2,5,1,4,3
e38b0ea1-95c5-40c4-8257-b11455686cd3,2025-03-27 19:12:48.271183+00:00,qwen,qwen-turbo,0,3426,244,2,7,1,6,4,5,3
80112fba-5c1a-4c6b-9147-807fb40f5817,2025-03-27 19:12:53.084284+00:00,qwen,qwen-turbo,0,3424,251,5,7,6,3,4,1,2
9c677e7c-43ae-41fa-9db9-ea78e9eeac62,2025-03-27 19:12:57.965315+00:00,qwen,qwen-turbo,0,3428,245,7,3,1,6,5,4,2
ba2c8ebb-58ab-47ae-b489-854e34f4bfac,2025-03-27 19:13:02.776547+00:00,qwen,qwen-turbo,0,3428,247,5,6,1,2,3,4,7
f78a4a8c-bbe1-4566-afda-c1170efd6f25,2025-03-27 19:13:07.551054+00:00,qwen,qwen-turbo,0,3426,246,7,2,1,6,4,5,3
5a5c7a34-d05b-41fa-b0f2-094dfd77aeb8,2025-03-27 19:13:12.710993+00:00,qwen,qwen-turbo,0,3424,255,7,3,5,1,6,2,4
2ddeeed3-e81a-4ce1-ad3f-eb5bf5e1f868,2025-03-27 19:13:17.655082+00:00,qwen,qwen-turbo,0,3426,245,7,3,2,5,6,4,1
691e9efa-52bd-46d8-a2a1-8a50d3b98233,2025-03-27 19:13:22.438414+00:00,qwen,qwen-turbo,0,3440,249,1,6,4,2,3,7,5
7757a03a-7454-4883-b480-9d48e6bb2de0,2025-03-27 19:13:27.603295+00:00,qwen,qwen-turbo,0,3428,240,5,6,1,4,7,2,3
d147b1d9-7651-4756-bab2-098f353a5cf3,2025-03-27 19:13:32.232098+00:00,qwen,qwen-turbo,0,3432,255,4,7,1,2,5,3,6
fcc3c78b-4d37-47c0-849a-9a966c9af5aa,2025-03-27 19:13:37.172024+00:00,qwen,qwen-turbo,0,3426,242,7,3,5,4,6,1,2
7f9e2907-f171-4e0e-b23f-851e9cf06738,2025-03-27 19:13:41.891935+00:00,qwen,qwen-turbo,0,3432,243,4,7,1,2,3,5,6
ec88262f-8de6-4648-a653-3495993775af,2025-03-27 19:13:47.621882+00:00,qwen,qwen-turbo,0,3428,244,4,7,6,5,2,3,1
6673976a-4502-4614-b1b7-f9b6ea839b24,2025-03-27 19:13:52.244066+00:00,qwen,qwen-turbo,0,3426,246,3,7,1,5,4,2,6
7d928be9-2006-40c6-9ab0-de8d871f4d80,2025-03-27 19:13:57.356299+00:00,qwen,qwen-turbo,0,3430,243,7,6,5,4,2,1,3
f4d660ee-b678-43af-b5b6-01dcba421bfb,2025-03-27 19:14:02.141197+00:00,qwen,qwen-turbo,0,3428,245,3,1,7,4,5,2,6
d23557b8-9ac4-44eb-bf67-f99dcbcabbb6,2025-03-27 19:14:07.086992+00:00,qwen,qwen-turbo,0,3424,243,4,6,7,5,1,3,2
025f4d43-a68d-444d-9e90-2444d635c466,2025-03-27 19:14:11.764531+00:00,qwen,qwen-turbo,0,3432,248,5,7,2,6,3,4,1
49714be1-d7cd-43d8-b0e6-6ca717974dfd,2025-03-27 19:14:17.186527+00:00,qwen,qwen-turbo,0,3426,245,4,7,1,6,3,2,5
faffdf69-bf3b-4f47-b477-a61c01ce93b9,2025-03-27 19:14:21.971837+00:00,qwen,qwen-turbo,0,3426,246,3,7,1,2,6,4,5
290586b9-ca1f-4ef0-980c-46f9f0634136,2025-03-27 19:14:27.284146+00:00,qwen,qwen-turbo,0,3428,246,7,6,2,4,1,3,5
