cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,"P2. Policies that emphasise fewer regulations (e.g., policies that promote free trade agreements by reducing food regulation)","P3. Policies that involve a moderate sustainable regulations (e.g., banning certain types of pesticides, incentivising organic agriculture)","P4. Policies that involve a radical sustainable food regulation (e.g., banning all pesticides, banning the importation of food related product that employ non-sustanable approaches, exclusively incentivising organic agriculture)","P5. Policies that create incentives for local producers to produce sustainable food (e.g., subsidies or tax breaks for local farmers who produce organic products)",P6. Adaptation policies and expenditure. Planning controls and emergency response programs.,P7. Preparing for climate risk for food production through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
179b1deb-ad6a-4c1d-98c1-65dc20644d49,2025-04-02 10:34:08.106581+00:00,google,gemma2:27b,0,4522,303,5,7,1,6,3,2,4
d4a01376-af85-4acd-9991-a8c5a196e1d6,2025-04-02 10:34:17.126805+00:00,google,gemma2:27b,0,4522,302,6,3,7,5,2,4,1
357bda1a-203f-43bd-b62c-d419e7a91438,2025-04-02 11:30:21.563748+00:00,google,gemma2:27b,0,4522,298,7,6,3,1,5,2,4
c6b19db4-9b0e-42e5-a990-8218be22b26f,2025-04-02 11:30:32.820426+00:00,google,gemma2:27b,0,4522,303,6,7,1,3,2,5,4
422fddf6-9f97-4f84-b8d7-083c281b0079,2025-04-02 11:30:43.707345+00:00,google,gemma2:27b,0,4522,301,6,7,1,4,2,3,5
12c761a7-8511-4bfb-8264-0ae7bd48c932,2025-04-02 11:30:54.323374+00:00,google,gemma2:27b,0,4522,304,6,5,3,7,1,2,4
54177790-6dcb-40de-a53e-dca3779c4246,2025-04-02 11:31:03.383875+00:00,google,gemma2:27b,0,4522,298,5,7,6,1,2,3,4
c5aa7e54-116a-42f6-9736-3061ed69a318,2025-04-02 11:31:12.611669+00:00,google,gemma2:27b,0,4522,299,2,6,4,7,3,5,1
aa0947c9-a8dd-46cc-88fe-b44ac96fa2b1,2025-04-02 11:31:21.495857+00:00,google,gemma2:27b,0,4522,301,5,6,4,7,1,3,2
5c93c7b7-a0eb-497e-a632-f4f225e71a6c,2025-04-02 11:31:30.498972+00:00,google,gemma2:27b,0,4519,303,4,6,2,7,1,5,3
e4977fd8-841f-4e32-ba6f-6358420c7b49,2025-04-02 11:31:39.652434+00:00,google,gemma2:27b,0,4522,303,5,7,3,6,4,2,1
a0e3f160-d2a5-42e5-b29f-298c996a146e,2025-04-02 11:31:48.227215+00:00,google,gemma2:27b,0,4522,300,7,1,4,2,3,6,5
a6ecaba8-5f9b-4f45-a0cd-4eefc2fb06bd,2025-04-02 11:32:01.533872+00:00,google,gemma2:27b,0,4522,303,7,5,1,6,3,2,4
0df571aa-9cbe-4a96-b6c2-4fabe76a6f5f,2025-04-02 11:32:12.461906+00:00,google,gemma2:27b,0,4522,301,7,4,1,6,2,5,3
75b09f44-61f5-4a67-bb6b-2807a1ed0f35,2025-04-02 11:32:23.019420+00:00,google,gemma2:27b,0,4522,301,5,6,1,7,4,3,2
b782f952-20b9-4d30-8fbd-aef13a4d48b9,2025-04-02 11:32:30.968300+00:00,google,gemma2:27b,0,4522,300,5,7,3,6,4,1,2
e429e097-e12e-4583-8431-3615f14005b5,2025-04-02 11:32:42.100880+00:00,google,gemma2:27b,0,4522,300,7,6,2,1,4,3,5
a0c80c25-9434-46d6-806a-3ff481ebe6ee,2025-04-02 11:32:51.528726+00:00,google,gemma2:27b,0,4522,305,5,7,1,6,4,2,3
14d8c795-ff85-4731-84f7-3821a0c360db,2025-04-02 11:33:01.140850+00:00,google,gemma2:27b,0,4522,303,2,6,5,7,1,3,4
0da8236d-38bb-4b18-9b06-5b63b205096b,2025-04-02 11:33:11.944624+00:00,google,gemma2:27b,0,4522,297,5,7,3,4,1,6,2
86927779-337a-4a5e-ae3c-10e9d5839f84,2025-04-02 11:33:19.052441+00:00,google,gemma2:27b,0,4522,303,6,7,3,1,2,5,4
a3660a5b-24e7-4fbc-b440-d5e08a6f7649,2025-04-02 11:33:27.112738+00:00,google,gemma2:27b,0,4522,299,7,6,4,5,2,3,1
35d19562-62b2-4829-80ce-4d03a9321252,2025-04-02 11:33:38.103664+00:00,google,gemma2:27b,0,4522,299,7,6,4,5,2,3,1
0e83fa43-9245-42b2-ad13-4354da2968ad,2025-04-02 11:33:48.521750+00:00,google,gemma2:27b,0,4522,303,5,7,2,4,1,6,3
558bdcca-f705-4831-9ddf-10dbd690b79f,2025-04-02 11:33:58.943234+00:00,google,gemma2:27b,0,4522,302,5,7,3,6,1,4,2
78bd3392-f09e-4875-bd6b-f21640ad25da,2025-04-02 11:34:10.152314+00:00,google,gemma2:27b,0,4522,299,5,6,3,4,7,1,2
7636a69f-33f9-4f07-a6e0-cbc614409e86,2025-04-02 11:34:19.017830+00:00,google,gemma2:27b,0,4522,302,5,6,4,7,2,3,1
9b533e6c-6af1-4ee4-a99e-273e9c92a806,2025-04-02 11:34:27.545935+00:00,google,gemma2:27b,0,4522,301,3,7,5,6,1,4,2
faa5c89d-360b-4e80-a195-01f42abfdd9a,2025-04-02 11:34:38.339012+00:00,google,gemma2:27b,0,4519,301,6,7,3,4,1,5,2
7115ac89-fcd7-41c1-8265-f48a3629142c,2025-04-02 11:34:47.162671+00:00,google,gemma2:27b,0,4522,299,5,7,2,1,3,4,6
