cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a dramatic cut back in CO2 emissions (by 50% in the next 10 years).,P4. Policies that involve a moderate cut in CO2 emissions (by 25% in over the next 10 years).,"P5. Adaptation policies and expenditure (e.g. coastal protection, water desalinisation, improving infrastructure etc). Planning controls and emergency response programs.","P6. Adaptation policies that target individual, small business or community-based actions (eg support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change. 
de4ac823-acc3-4b55-839e-eec7a7b4e8b0,2025-04-01 13:18:07.851923+00:00,meta,llama3:70b,0,3281,220,6,7,1,3,4,2,5
8f6ae327-748c-4098-8831-58d74f52cb4f,2025-04-01 13:23:41.698571+00:00,meta,llama3:70b,0,3281,227,7,2,1,6,3,4,5
77bf0c04-eaa0-4917-a03a-0f77211b76c9,2025-04-01 14:01:10.850000+00:00,meta,llama3:70b,0,3281,227,7,6,1,2,4,5,3
ed6d18c9-ccb0-43f4-8034-efb2a0959f55,2025-04-01 14:01:15.579500+00:00,meta,llama3:70b,0,3281,227,6,7,1,4,3,2,5
603fcc43-7b1f-4507-aee5-570793b9c982,2025-04-01 14:01:19.272315+00:00,meta,llama3:70b,0,3281,225,6,7,5,1,2,3,4
a9bcf0c2-5075-46a2-b03e-a642d4c86b29,2025-04-01 14:01:24.441910+00:00,meta,llama3:70b,0,3281,226,6,7,1,5,2,4,3
c9962842-4acd-4adc-9526-26bf4d9a8d2d,2025-04-01 14:01:28.266978+00:00,meta,llama3:70b,0,3281,220,7,6,1,3,5,2,4
c938abb1-4526-4f38-96d7-aafe80bcdcc8,2025-04-01 14:01:33.641124+00:00,meta,llama3:70b,0,3281,227,7,6,5,1,3,2,4
a8fcc9c6-2ef3-48a8-a0c9-b4c8b96bdd6c,2025-04-01 14:01:37.446575+00:00,meta,llama3:70b,0,3281,222,6,7,1,2,5,3,4
e0e723a4-da9e-4b04-a625-b1c2621a40e4,2025-04-01 14:01:41.134911+00:00,meta,llama3:70b,0,3281,227,6,7,1,4,5,3,2
353af927-f918-441f-948f-402b25fc326d,2025-04-01 14:01:45.350738+00:00,meta,llama3:70b,0,3281,219,7,6,1,4,5,2,3
9e03485c-1a07-43d6-90c6-d117640c4a52,2025-04-01 14:01:49.151413+00:00,meta,llama3:70b,0,3281,217,7,6,4,2,5,1,3
ea298c4a-be05-4a4e-a9df-c3f5faf6986e,2025-04-01 14:01:53.598555+00:00,meta,llama3:70b,0,3281,219,6,7,1,3,2,5,4
7df40d7e-5edd-4fd6-9ce3-faa7f567dd94,2025-04-01 14:01:58.857443+00:00,meta,llama3:70b,0,3281,221,6,7,1,4,5,2,3
b29a4fc6-28cb-4019-a920-b7cd9b9044e2,2025-04-01 14:02:02.606723+00:00,meta,llama3:70b,0,3281,219,6,7,1,2,4,3,5
52f9546d-4f98-494b-bf67-957d2dc8fbcc,2025-04-01 14:02:06.559753+00:00,meta,llama3:70b,0,3281,227,7,5,1,6,2,4,3
5676b140-d419-4657-a0fa-467471c91693,2025-04-01 14:02:10.777485+00:00,meta,llama3:70b,0,3281,223,6,7,1,4,3,2,5
56a3f68e-cc10-4243-a2ea-a4f4e028d872,2025-04-01 14:02:15.311168+00:00,meta,llama3:70b,0,3281,226,7,4,1,6,3,2,5
b1826bef-faa1-49c5-a8d0-f168d8f98c9c,2025-04-01 14:02:19.475716+00:00,meta,llama3:70b,0,3281,221,7,6,1,2,4,3,5
992bf975-248a-4c8a-bd33-b4be6c7581bc,2025-04-01 14:02:24.240771+00:00,meta,llama3:70b,0,3279,227,7,5,1,6,3,2,4
b962be4f-c83e-4ad4-bf89-30ab58ac3fb4,2025-04-01 14:02:28.307700+00:00,meta,llama3:70b,0,3281,221,7,6,1,3,5,2,4
297b66ec-14ab-447b-a08e-28b88a218edc,2025-04-01 14:02:32.164298+00:00,meta,llama3:70b,0,3281,219,7,6,1,3,2,4,5
988b71f2-f91b-4ae4-90b6-198805b4d250,2025-04-01 14:02:36.030013+00:00,meta,llama3:70b,0,3281,224,6,7,1,2,5,3,4
bdfcd3e9-3345-40e1-ab93-243564e3c0e8,2025-04-01 14:02:43.165788+00:00,meta,llama3:70b,0,3279,227,4,7,1,2,5,3,6
93315fe7-df47-4765-a15c-300faaa1b360,2025-04-01 14:02:49.001225+00:00,meta,llama3:70b,0,3279,221,7,6,1,2,3,4,5
28a1d04a-58bc-4131-81ec-cd39588ef66d,2025-04-01 14:02:52.791498+00:00,meta,llama3:70b,0,3281,220,7,3,1,4,2,6,5
d9c0c8a7-673a-4908-9635-faca3b6e6f31,2025-04-01 14:02:58.229544+00:00,meta,llama3:70b,0,3279,219,7,6,1,3,2,4,5
21d32cba-6ee3-4cb4-9f43-b441949b2e1d,2025-04-01 14:03:06.404315+00:00,meta,llama3:70b,0,3279,219,2,7,1,3,5,4,6
28a65af0-ee89-437b-85ec-1f23a6a60031,2025-04-02 15:45:40.379969+00:00,meta,llama3:70b,0,3281,227,7,6,1,4,5,3,2
a737263c-64d4-40c6-b788-4716166ded0d,2025-04-02 15:45:52.951209+00:00,meta,llama3:70b,0,3281,219,7,6,5,1,3,2,4
