cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
4bc7df6b-b698-4468-a27d-428072df500c,2025-04-01 13:19:39.352071+00:00,meta,llama3:70b,0,4619,302,4,6,5,3,8,2,1,7,9
022b6ab2-e35a-4c00-8a5a-520299abb983,2025-04-01 13:19:43.624787+00:00,meta,llama3:70b,0,4619,304,4,5,6,2,7,1,3,8,9
4c2d2a0a-4552-4d63-886a-09ecd4de1d77,2025-04-01 13:25:09.076499+00:00,meta,llama3:70b,0,4619,306,4,3,7,1,5,6,2,8,9
b7387418-2207-4dce-99d8-e5fadd8f81ea,2025-04-01 13:25:14.216334+00:00,meta,llama3:70b,0,4619,303,2,5,8,1,4,3,6,7,9
6e4ee2a5-c4f1-4231-beea-52ab84ffdcce,2025-04-01 14:23:30.943301+00:00,meta,llama3:70b,0,4616,302,3,2,6,7,4,5,1,9,8
3c447bb1-3d9f-4870-ab88-42ba36d59abe,2025-04-01 14:23:35.488668+00:00,meta,llama3:70b,0,4619,302,1,3,5,7,6,4,8,9,2
58f997c9-dc26-4071-856d-2b2a84724e4f,2025-04-01 14:23:41.056541+00:00,meta,llama3:70b,0,4619,307,8,4,6,3,5,2,1,7,9
798a2b83-37cf-40aa-bac6-4ecb23eca69d,2025-04-01 14:23:46.403686+00:00,meta,llama3:70b,0,4619,300,3,5,4,2,6,1,7,8,9
743f501c-953f-42b6-9c1f-da2be92ab85f,2025-04-01 14:23:51.179606+00:00,meta,llama3:70b,0,4619,302,1,6,7,8,5,3,2,4,9
b63c1835-6f32-4f09-92b6-2cb3333f7057,2025-04-01 14:23:55.459514+00:00,meta,llama3:70b,0,4619,303,1,3,8,2,4,6,7,5,9
f67cc814-42d9-4a60-9b41-002db57e2011,2025-04-01 14:23:59.713197+00:00,meta,llama3:70b,0,4619,303,2,4,5,7,8,1,6,3,9
516a3870-524a-4324-b112-f9162c32e788,2025-04-01 14:24:04.859220+00:00,meta,llama3:70b,0,4619,307,5,4,8,2,7,1,3,9,6
25bbc60e-7277-4b42-b3e7-a540e4d3d854,2025-04-01 14:24:10.417413+00:00,meta,llama3:70b,0,4619,299,2,4,5,1,7,3,6,8,9
61c74a92-ad56-46e3-a0e1-c3c8685808b3,2025-04-01 14:24:14.476186+00:00,meta,llama3:70b,0,4619,302,4,8,3,7,6,1,2,5,9
55fb1cba-e727-4ede-bf9e-338edfaf5ba5,2025-04-01 14:24:18.462189+00:00,meta,llama3:70b,0,4619,305,7,6,1,2,8,5,4,3,9
d77f6207-7500-49d4-9406-a67d50f93a2d,2025-04-01 14:24:22.948764+00:00,meta,llama3:70b,0,4619,299,1,6,5,4,8,3,7,9,2
33c3dd2e-f1a2-41c0-ba5c-efecde38a38b,2025-04-01 14:24:27.258678+00:00,meta,llama3:70b,0,4619,302,3,4,8,2,6,1,7,5,9
ea39cbb7-094b-416a-b8f8-fb73204f15ff,2025-04-01 14:24:32.683007+00:00,meta,llama3:70b,0,4616,304,6,7,8,3,5,1,2,4,9
209174c2-7c9d-4184-b419-aef111b0bcd1,2025-04-01 14:24:37.412675+00:00,meta,llama3:70b,0,4619,306,7,4,6,2,3,5,1,8,9
0d02e211-30d9-48e9-80b4-775b78cb818c,2025-04-01 14:24:42.527935+00:00,meta,llama3:70b,0,4631,309,2,5,8,3,6,1,4,7,9
b39dcf56-970c-4def-95bb-68e3841b6344,2025-04-01 14:24:47.327181+00:00,meta,llama3:70b,0,4619,302,2,6,9,4,5,3,1,8,7
91264e5e-633c-4377-adc8-decaf63e1315,2025-04-01 14:24:52.444497+00:00,meta,llama3:70b,0,4619,302,1,2,8,4,6,7,3,5,9
294f34a7-4ff3-44ac-94af-88c8b996bfed,2025-04-01 14:24:58.084859+00:00,meta,llama3:70b,0,4619,307,3,4,8,1,7,2,5,6,9
1c38eebb-0ae3-49cc-b4c1-c90c722b4588,2025-04-01 14:25:02.327988+00:00,meta,llama3:70b,0,4619,302,1,2,8,4,5,3,6,7,9
a85b0d42-5b2e-45c5-9c85-3baecd0c2b3e,2025-04-01 14:25:06.310472+00:00,meta,llama3:70b,0,4619,307,5,3,4,8,6,7,1,2,9
5ae7aa7d-668a-44d2-aa00-ddd182a254d6,2025-04-01 14:25:10.572131+00:00,meta,llama3:70b,0,4619,303,7,2,5,4,6,1,3,8,9
765cc425-602b-4240-87dc-7fe6446c94f2,2025-04-01 14:25:15.581190+00:00,meta,llama3:70b,0,4619,302,6,7,8,4,2,3,1,5,9
c9055d1a-3bac-48d4-a201-71788104d08d,2025-04-01 14:25:20.132969+00:00,meta,llama3:70b,0,4619,302,6,4,8,2,5,3,1,7,9
e98df929-fa60-4ee9-b793-e3cf3a06d515,2025-04-01 14:25:24.654844+00:00,meta,llama3:70b,0,4619,303,1,4,8,6,5,2,3,7,9
fb05085c-3f8f-40e5-a6a5-12fa8b7d223d,2025-04-01 14:25:29.012734+00:00,meta,llama3:70b,0,4619,302,7,4,6,2,5,3,1,8,9
eee7e2a7-dd58-4527-9724-adedf774504f,2025-04-01 14:25:33.560198+00:00,meta,llama3:70b,0,4631,308,1,8,6,3,5,7,2,9,4
b1029e94-197b-4ba2-b7c7-6a79ace52dda,2025-04-01 14:25:37.562630+00:00,meta,llama3:70b,0,4619,303,1,3,7,6,4,2,8,5,9
