cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
41dde64d-0185-4b60-8005-7ec0d5bee9ff,2025-03-27 18:20:48.969841+00:00,qwen,qwen1.5-72b-chat,0,4467,331,5,1,4,3,7,6,8,2
231a98f0-544c-41ab-8742-17553da51bfa,2025-03-27 18:21:01.758324+00:00,qwen,qwen1.5-72b-chat,0,4467,331,6,5,7,3,4,2,8,1
8347c3ec-909d-48b4-8251-188671aca49a,2025-03-27 18:21:14.444902+00:00,qwen,qwen1.5-72b-chat,0,4467,327,6,5,7,2,3,1,8,4
44841913-44ca-4726-9b24-b2d21cc2af16,2025-03-27 18:21:27.070131+00:00,qwen,qwen1.5-72b-chat,0,4467,329,7,4,5,2,3,1,8,6
661c7248-67fa-4435-a215-1ab3f3d4fd03,2025-03-27 18:21:39.823469+00:00,qwen,qwen1.5-72b-chat,0,4464,326,2,1,5,3,6,8,7,4
3efc12bf-fdc7-4dd6-9143-0fd254a6198b,2025-03-27 20:34:01.762530+00:00,qwen,qwen1.5-72b-chat,0,4467,327,6,3,4,5,7,1,8,2
d3ba6db4-cf27-4847-ad04-f12b00d88221,2025-03-27 20:34:14.283365+00:00,qwen,qwen1.5-72b-chat,0,4467,327,6,5,7,1,8,4,3,2
384a436c-422f-49fc-9105-ebbb2df1cf16,2025-03-27 20:34:26.899270+00:00,qwen,qwen1.5-72b-chat,0,4467,334,5,8,3,6,7,1,2,4
06f5f480-9897-4aac-ad98-638dc04a9280,2025-03-27 20:34:39.826246+00:00,qwen,qwen1.5-72b-chat,0,4467,326,7,6,8,1,5,3,4,2
e3d46651-ff7c-4521-972c-8d03e01c45ea,2025-03-27 20:34:52.337313+00:00,qwen,qwen1.5-72b-chat,0,4467,329,3,5,6,2,4,1,8,7
2cd11eb8-d610-43c0-983b-acf477688b01,2025-03-27 20:35:05.020528+00:00,qwen,qwen1.5-72b-chat,0,4467,326,6,7,1,4,3,2,8,5
79633b47-c3b2-48c2-8061-90e1c31a36ed,2025-03-27 20:35:17.716197+00:00,qwen,qwen1.5-72b-chat,0,4467,326,3,7,5,2,8,6,4,1
1db14398-28e2-4ff9-b08d-17fbd0eaa30c,2025-03-27 20:35:30.103384+00:00,qwen,qwen1.5-72b-chat,0,4465,326,7,6,2,5,4,3,8,1
